"id" "meta" "author" "typestudy" "doi" "year" "journal" "h" "IF" "h5" "typepaper" "typecat" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc.1" "mt.1" "sdc.1" "sdt.1" "mc.2" "mt.2" "sdc.2" "sdt.2" "mc.3" "mt.3" "sdc.3" "sdt.3" "mc.4" "mt.4" "sdc.4" "sdt.4" "mc.5" "mt.5" "sdc.5" "sdt.5" "mc.6" "mt.6" "sdc.6" "sdt.6" "mc.7" "mt.7" "sdc.7" "sdt.7" "mc.8" "mt.8" "sdc.8" "sdt.8" "mc.9" "mt.9" "sdc.9" "sdt.9" "mc.10" "mt.10" "sdc.10" "sdt.10" "mc.11" "mt.11" "sdc.11" "sdt.11" "mc.12" "mt.12" "sdc.12" "sdt.12" "mc.13" "mt.13" "sdc.13" "sdt.13" "mc.14" "mt.14" "sdc.14" "sdt.14" "teststat.1" "teststat.2" "teststat.3" "teststat.4" "teststat.5" "cor.1" "cor.2" "cor.3" "cor.4" "cor.5" "cor.6" "cor.7" "cor.8" "cor.9" "cor.10" "cor.11" "cor.12" "cor.13" "cor.14" "int.cor" "rxx.1" "ryy.1" "rxx.2" "ryy.2" "or.a.1" "or.b.1" "or.c.1" "or.d.1" "or.a.2" "or.b.2" "or.c.2" "or.d.2" "or.a.3" "or.b.3" "or.c.3" "or.d.3" "or.a.4" "or.b.4" "or.c.4" "or.d.4" "input" "output" "effestnew" "znew" "disc.eff" "disccat.eff" "disc.z" "disccat.z" "info" "disc.n" "macomm" "comm2" "effest.exp" "effestnew.exp"
148 "Crook" "Wright" "o" "10.1111/j.1540-6520.2007.00219.x" 2008 "Entrepreneurship Theory and Practice" 80 3.414 59 "article" 0 "0" "Correlation Business knowledge/Academic knowledge/Previous ownership of SMEs, and Employment growth/Firm performance." "NA" "NA" 349 0.04 "r" NA "Table 2. Academic knowledge = education abroad (-0.098), no of patents (0.217). Business knowledge = practical knowledge from abroad (0.046), experience in MNCs (0.142), previous ownership abroad (-0.066), business networks abroad (0.007)." "NA" "NA" 349 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.098 0.217 0.046 0.142 -0.066 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.0482 NA -0.00819999999999999 0 NA NA 3 0 NA "Not clear what variable MA is indicating by \"firm performance\". Business knowledge = Practical business knowledge from abroad + experience in MNCs + previous ownership abroad + business networks abroad. Academic knowledge = education abroad + no. of patents. The MA authors report using firm performance, but no clear estimates on it. Maybe employee growth = firm performance?" 0.04 0.0482
149 "de Wit" "Ensley" "r" "10.1016/j.respol.2005.05.008" 2005 "Entrepreneurship Theory and Practice" 160 3.414 59 "article" 0 "0" "Correlation group cohesion and relationship conflict." "NA" "NA" 256 -0.21 "r" NA "Table 1 (5-7). No internal consistency estimates found so correlation divided by 1." "NA" "NA" 102 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.21 NA 0 0 NA NA 0 154 "Reported N in MA too large" NA 0.21 0.21
150 "de Wit" "Farh" "r" "10.1037/a0020015" 2010 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation team creativity and relationship conflict." "NA" "NA" 71 -0.08 "r" NA "\"Relationship conflict had a negative but nonsignificant association (r = -.08) […] with team creativity.\" Also Table 1. Internal consistency estimates found were .82 and .85 (table 1), used those for calculation." "NA" "NA" 71 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.08 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.82 0.85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "dewit.correction" "r" -0.0958238460361173 NA 0.0158238460361173 0 NA NA 0 0 NA NA 0.08 0.0958238460361173
151 "de Wit" "Hinds" "r" "10.1287/orsc.1050.0122" 2005 "Organization Science" 167 3.36 67 "article" 0 "0" "Correlation performance and interpersonal conflict." "NA" "NA" 35 -0.12 "r" NA "Table 2 bottom row.  No internal consistency estimates found so correlation divided by 1." "NA" "NA" 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.12 NA 0 0 NA NA 0 0 NA NA 0.12 0.12
152 "de Wit" "Janssen" "o" "10.1016/S0149-2063(99)80006-3" 1999 "Journal of Management" 145 6.051 79 "article" 0 "0" "Correlation decision quality and person conflict." "NA" "NA" 102 -0.51 "r" NA "Table 1.  No internal consistency estimates found so correlation divided by 1." "NA" "NA" 102 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.51 NA 0 0 NA NA 0 0 NA NA 0.51 0.51
153 "de Wit" "Jehn" "o" "10.1007/s10726-008-9107-0" 2008 "Group Decision and Negotiation," 43 1.312 22 "article" 0 "0" "Correlation performance and relationship conflict." "NA" "NA" 53 0.22 "r" NA "Table 4 bottom row.  No internal consistency estimates found so correlation divided by 1." "NA" "NA" 53 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.22 NA 0 0 NA NA 0 0 NA NA -0.22 -0.22
154 "de Wit" "Jordan" "r" "10.1207/s15327043hup1702_4" 2004 "Human performance" 54 0.977 40 "article" 0 "0" "Correlation performance-team and relationship conflict." "NA" "NA" 108 -0.13 "r" NA "Table 2 bottom row column 5. Only the alpha reliability for relationship is given (0.85) so we divded by that, and assumed the performance measure reliability to be 1." "NA" "NA" 108 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.85 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "dewit.correction" "r" -0.141004797582127 NA 0.0110047975821265 0 NA NA 0 0 NA NA 0.13 0.141004797582127
155 "de Wit" "Konradt" "r" "10.1080/13594320701693225" 2009 "European Journal of Work and Organizational Psychology" 37 2.208 33 "article" 0 "0" "Correlation team performance and relationship conflicts." "NA" "NA" 40 -0.25 "r" NA "Table 2 bottom row. No internal consistency estimates found so correlation divided by 1." "NA" "NA" 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.25 NA 0 0 NA NA 0 0 NA NA 0.25 0.25
156 "de Wit" "Langfred" "r" "10.5465/AMJ.2007.26279196" 2007 "Academy of Management Journal" 227 6.233 77 "article" 0 "Aggregated over time 1 and 2" "Correlation performance and relationship conflict." "NA" "NA" 31 -0.4 "r" NA "Table 1. Mean of relationship time 1 (-.41) and time 2 (-.39) with performance time 3. No internal consistency estimates found so correlation divided by 1. The correlation between relationship time 1 and time 2 is .77 (table 1)- we aggregated via the Hunter & Schmidt method in the Mac package." "NA" "NA" 31 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.41 -0.39 NA NA NA NA NA NA NA NA NA NA NA NA 0.77 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "dewit.agg.r" "r" -0.425195202762187 NA 0.0251952027621871 1 NA NA 1 0 NA NA 0.4 0.425195202762187
157 "de Wit" "Li" "o" "10.5465/AMJ.2005.18803923" 2005 "Academy of Management Journal" 227 6.233 77 "article" 0 "0" "Correlation subsequent performance, 2003 and emotional conflict." "NA" "NA" 71 -0.42 "r" NA "Table 2 bottom row, column 11. No internal consistency estimates found so correlation divided by 1." "NA" "NA" 71 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.42 NA 0 0 NA NA 0 0 NA NA 0.42 0.42
158 "de Wit" "Mannes" "o" NA 2009 NA NA NA NA "dissertation" 1 "1" "Correlation performance and mean relationship conflict." "NA" "NA" 73 0.11 "r" NA "Table 4, column 1 row 6. No internal consistency estimates found so correlation divided by 1." "NA" "NA" 73 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.11 NA 0 0 NA NA 0 0 NA NA -0.11 -0.11
159 "de Wit" "Mohammed" "o" "10.1002/job.293" 2004 "Journal of Organizational Behavior" 119 2.986 51 "article" 0 "Aggregated over time 1 and 2" "Correlation team project scores and relationship conflict" "NA" "NA" 45 0.16 "r" NA "Table 1, bottom row, column 14+15. Mean of relationship conflict time 1 (0.12) and 2 (0.20) with project scores. No internal consistency estimates found so correlation divided by 1. We aggregated with the Mac package in R (Hunter and Schmidt method 2004) with an intercorrelation of .65 between relationship time 1 and 2 (also table 1)." "NA" "NA" 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.12 0.2 NA NA NA NA NA NA NA NA NA NA NA NA 0.65 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "dewit.agg.r" "r" 0.176154202420218 NA -0.0161542024202177 0 NA NA 0 0 NA NA -0.16 -0.176154202420218
160 "de Wit" "Mortensen" "o" NA 2004 "International Journal of Conflict Management" NA 0.744 14 "unpublished manuscript" 1 "0" "Correlation performance and affective conflict." "NA" "NA" 43 -0.52 "r" NA "Table 1. Column 15 row 18. No internal consistency estimates found so correlation divided by 1." "NA" "NA" 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.52 NA 0 0 NA NA 0 0 NA NA 0.52 0.52
161 "de Wit" "Nibler" "r" "10.1080/00224540309598467" 2003 "Journal of Social Psychology" 54 0.772 81 "article" 0 "0" "Correlation group effectiveness and relationship conflict." "NA" "NA" 50 -0.2 "r" NA "\"The resulting correlation for relationship conflict and group effectiveness was r = -.20\". P. 624. No internal consistency estimates found so correlation divided by 1." "NA" "NA" 50 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.2 NA 0 0 NA NA 0 0 NA "N comes from combining the two groups in the study" 0.2 0.2
162 "de Wit" "Stalmeijer" "r" "10.1111/j.1365-2923.2007.02898.x" 2007 "Medical Education," 98 3.369 47 "article" 0 "0" "Correlation assessment and relational conflict." "NA" "NA" 21 -0.3 "r" NA "Table 3. Correlation relational conflict 13 - 26 (-0.28, -0.26, -0.76, -0.03, -0.91, -0.15, -0.24, 0.02, -0.08, -0.36, -0.33, -0.45, 0.41, 0.03).  Mean of all 14 correlations. No internal consistency estimates found so correlations divided by 1." "NA" "NA" 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.28 -0.26 -0.76 -0.03 -0.91 -0.15 -0.24 0.02 -0.08 -0.36 -0.33 -0.45 0.41 0.03 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.242142857142857 NA -0.0578571428571428 1 NA NA 3 0 NA "Not clear what the measure for performance is.  Sample size indicates that both groups should be used." 0.3 0.242142857142857
163 "de Wit" "Thatcher" "o" "10.1023/A:1023325406946" 2003 "Group Decision and Negotiation" 43 1.312 22 "article" 0 "0" "Correlation group performance and relationship conflict." "NA" "NA" 79 -0.64 "r" NA "Table 4. No internal consistency estimates found so correlation divided by 1." "NA" "NA" 79 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.64 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.64 NA 0 0 NA NA 0 0 NA NA 0.64 0.64
164 "de Wit" "Tjosvold" "r" "10.1111/j.1740-8784.2006.00040.x" 2006 "Management and Organization Review" 26 2.738 26 "article" 0 "0" "Correlation team effectiveness by managers and relational conflict." "NA" "NA" 186 -0.06 "r" NA "Table 1, bottom row. Internal consistency estimates were .80 and .82, so we divided by the square root of those." "NA" "NA" 186 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.06 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.82 0.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "dewit.correction" "r" -0.0740797197487192 NA 0.0140797197487192 0 NA NA 0 0 NA "Different sample sizes mentioned, followed MA and chose smallest one given." 0.06 0.0740797197487192
165 "de Wit" "Van Woerkom" "r" "10.1080/13594320802569514" 2009 "European Journal of Work and Organizational Psychology" 37 2.208 33 "article" 0 "0" "Correlation team performance and relationship conflict." "NA" "NA" 84 -0.32 "r" NA "Table 1.  Internal consistency estimates were .68 and .80, so we divided by the square root of those." "NA" "NA" 84 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.8 0.68 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "dewit.correction" "r" -0.433860915637312 NA 0.113860915637312 2 NA NA 1 0 NA "Authors did not use the chronbachs alpha as the internal consistency estimates for this study, even though they report they did." 0.32 0.433860915637312
166 "de Wit" "Vosdosek" "o" "10.1108/10444060710833469" 2007 "International Journal of Conflict Management" 38 0.744 14 "article" 0 "0" "Correlation perceived performance and relationship conflict." "NA" "NA" 76 -0.42 "r" NA "Table 1, bottom row. No internal consistency estimates found so correlation divided by 1." "NA" "NA" 76 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.42 NA 0 0 NA NA 0 0 NA NA 0.42 0.42
167 "de Wit" "Wakefield" "r" "10.1287/isre.1070.0149" 2008 "Information Systems Research" 116 3.047 50 "article" 0 "0" "Correlation team performance and relationship conflict." "NA" "NA" 23 -0.22 "r" NA "Table 2, RC-Team performance. Internal consistency estimates were .83 and .93 (same table) so we divided by the square root of those." "NA" "NA" 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.93 0.83 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "dewit.correction" "r" -0.250404517917709 NA 0.0304045179177089 1 NA NA 1 0 NA NA 0.22 0.250404517917709
168 "de Wit" "Wilkens" "r" "10.1016/j.jvb.2006.05.005" 2006 "Journal of Vocational Behavior" 101 2.764 51 "article" 0 "0" "Correlation team performance and relationship conflict." "NA" "NA" 8 0 "r" NA "Table 2, bottom row - In-text, p. 518. \"..conflict behavior were not related to group performance.\"" "NA" "NA" 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" "r" 0 NA 0 0 NA NA 0 0 NA NA 0 0
169 "de Wit" "Zhu-Shaw" "r" "10.1037/a0021340" 2008 NA 195 NA NA "article" 0 "2" "Correlation team performance and relationship conflict." "NA" "NA" 103 -0.06 "r" NA "Table 3.  No internal consistency estimates found so correlation divided by 1." "NA" "NA" 127 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.06 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.06 NA 0 0 NA NA 0 -24 "Reported N in MA too small" NA 0.06 0.06
170 "Else-quest" "Chow" "o" "10.1016/j.ijhm.2005.03.002" 2006 "International Journal of Hospitality Management" 60 2.061 57 "article" 0 "0" "Females (c) (vs). Males (t) on pride in job" "113" "100" 213 -0.31 "d" NA "Positive value = higher scores for men. Table 3. Correlation gender and pride in job." "113" "100" 213 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r.elseq" "d" -0.303999771881693 NA -0.00600022811830686 0 NA NA 0 0 NA NA -0.31 -0.303999771881693
171 "Else-quest" "Denham" "o" "10.1177/1012690210373540" 2010 "International Review for the Sociology of Sport" 30 1.341 24 "article" 0 "0" "Females (c) (vs). Males (t) on national pride" "1414" "1114" 2528 0.09 "d" NA "\"While a higher percentage of male respondents agreed with the statement regarding pride in athletic performance success, the relationship did not exceed chance (<U+03C7>2 = 5.624; d.f. = 3; n = 2528; p = ns).\" Page 464." "1414" "1114" 2528 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5.624 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chisquare" "d" 0.0944382082881031 NA -0.00443820828810315 0 NA NA 0 0 NA "Authors transformed chi square statistic with 3 degrees of freedom to cohens d, which is meant for df = 1" 0.09 0.0944382082881031
172 "Else-quest" "Goetz" "o" "10.1080/00220970903292967" 2010 "British Journal of Educational Psychology" 36 2 31 "article" 0 "0" "Women (c) vs Men (t) on pride." "742" "945" 1687 0.17 "d" NA NA "742" "945" 1687 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "d" 0.17 NA 0 0 NA NA 2 0 NA "No statistics regarding gender given, original effect copied" 0.17 0.17
173 "Else-quest" "Guimon" "r" "10.4321/S0213-61632007000200004" 2007 "European Journal of Psychiatry" 16 0.711 9 "article" 0 "0" "Women (c) vs Men (t) on pride within psychiatric patients group" "44" "35" 79 -0.25 "d" NA NA "44" "35" 79 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "d" -0.25 NA 0 0 NA NA 2 0 NA "No statistics regarding gender given, original effect copied" -0.25 -0.25
174 "Else-quest" "Lam" "r" "10.1080/01419870802298421" 2009 "Ethnic and Racial Studies" 63 1.07 32 "article" 0 "0" "Women (c) vs Men (t) on ethnic pride." "46" "91" 137 -0.13 "d" NA "Table 1, ethnic pride row. Girls vs boys" "46" "91" 137 4.52 4.4 0.86 0.99 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "d" -0.126495791522813 NA -0.00350420847718697 0 NA NA 0 0 NA NA -0.13 -0.126495791522813
175 "Else-quest" "Lee" "r" "10.1037/0022-0167.52.1.36" 2005 "Journal of Counseling Psychology," 94 3.149 41 "article" 0 "0" "Women (c) vs Men (t) on pride." "39" "43" 82 -0.26 "d" NA NA "NA" "NA" 84 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "d" -0.26 NA 0 0 NA NA 2 -2 "Reported N in MA too small" "Two genders non-identified, added one for both. No statistics regarding gender given (except means for El-Pride M = 3.7 vs 3.4), original effect copied" -0.26 -0.26
176 "Else-quest" "O'Connor" "r" "10.1016/0740-5472(94)90001-9" 1994 "Journal of Substance Abuse Treatment" 81 2.465 28 "article" 0 "0" "Women (c) vs Men (t) on beta pride." "37" "73" 110 0.15 "d" NA "Table 1, bottom row" "37" "73" 110 19.65 20.1 2.72 3.18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "d" 0.148298291339146 NA 0.00170170866085423 0 NA NA 0 0 NA NA 0.15 0.148298291339146
177 "Else-quest" "Pekrun" "o" "10.1037/0022-0663.98.3.583" 2006 "journal of educational psychology" 142 3.256 54 "article" 0 "1" "Women (c) vs Men (t) on pride." "115" "72" 187 0.47 "d" NA "\"Again, there was a gender effect, F(1, 97)  = 11.38, p   .01 (  –.32), indicating that men reported more pride than did women. \"" "115" "72" 187 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "F.elseq" "d" 0.493378617182634 NA -0.0233786171826341 0 NA NA 0 0 NA NA 0.47 0.493378617182634
